RealizationOfRec,Verb,AnimacyOfRec,AnimacyOfTheme,LengthOfTheme
NP,give,animate,inanimate,13.999999585386387
NP,give,inanimate,inanimate,3.0000000339956716
NP,give,animate,inanimate,2.00000003888011
NP,give,animate,inanimate,13.000000553000037
NP,give,animate,inanimate,2.00000003888011
NP,give,animate,inanimate,7.999999666561321
NP,give,animate,inanimate,27.000000917883128
NP,give,animate,inanimate,11.000000299217929
NP,give,animate,inanimate,6.9999996566128155
NP,give,animate,inanimate,10.000000070059542
NP,give,animate,inanimate,3.0000000339956716
NP,owe,animate,inanimate,3.0000000339956716
NP,send,animate,inanimate,22.999999633629564
NP,give,animate,inanimate,25.99999901144149
NP,give,animate,inanimate,4.00000015552044
NP,pay,animate,inanimate,3.0000000339956716
NP,vote,animate,inanimate,16.999999251044347
NP,cost,animate,inanimate,2.00000003888011
NP,give,animate,inanimate,11.000000299217929
NP,send,animate,inanimate,7.999999666561321
NP,give,animate,inanimate,11.999999402544011
NP,grant,animate,inanimate,3.0000000339956716
NP,give,animate,inanimate,13.000000553000037
NP,cost,animate,inanimate,4.999999937829499
NP,give,animate,inanimate,31.999999910408746
NP,cost,animate,inanimate,4.00000015552044
NP,give,animate,inanimate,2.00000003888011
NP,give,animate,inanimate,13.999999585386387
NP,cost,animate,inanimate,9.000000203974029
NP,pay,animate,inanimate,11.000000299217929
NP,give,animate,inanimate,10.000000070059542
NP,offer,animate,inanimate,3.0000000339956716
NP,pay,animate,inanimate,4.00000015552044
NP,offer,animate,inanimate,6.9999996566128155
NP,refuse,animate,inanimate,3.0000000339956716
NP,give,animate,inanimate,7.999999666561321
NP,fine,animate,inanimate,1
NP,grant,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,13.999999585386387
NP,give,animate,inanimate,6.9999996566128155
NP,cost,animate,inanimate,4.999999937829499
NP,hand,animate,inanimate,2.00000003888011
NP,do,animate,inanimate,3.0000000339956716
NP,tell,animate,inanimate,2.00000003888011
NP,give,animate,inanimate,11.999999402544011
NP,offer,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,2.00000003888011
NP,feed,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,11.999999402544011
NP,give,animate,inanimate,2.00000003888011
NP,give,animate,inanimate,6.000000184631673
NP,sell,animate,inanimate,10.000000070059542
NP,give,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,14.999999983466852
NP,give,animate,inanimate,13.999999585386387
NP,give,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,33.00000127160618
NP,give,animate,inanimate,10.000000070059542
NP,give,animate,inanimate,4.00000015552044
NP,lend,animate,inanimate,4.00000015552044
NP,give,animate,inanimate,3.0000000339956716
NP,give,animate,inanimate,20.99999920780813
NP,cost,animate,inanimate,11.999999402544011
NP,permit,animate,inanimate,6.000000184631673
NP,give,animate,animate,6.9999996566128155
NP,give,animate,inanimate,6.9999996566128155
NP,pay,animate,inanimate,19.000000395837635
NP,give,animate,inanimate,11.000000299217929
NP,give,animate,inanimate,4.00000015552044
NP,give,animate,inanimate,2.00000003888011
NP,cost,animate,inanimate,4.999999937829499
NP,give,animate,inanimate,15.999999644163504
NP,give,animate,inanimate,4.00000015552044
NP,cost,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,7.999999666561321
NP,give,animate,inanimate,11.999999402544011
NP,give,animate,inanimate,4.00000015552044
NP,offer,animate,inanimate,3.0000000339956716
NP,send,animate,inanimate,2.00000003888011
NP,give,animate,inanimate,20.000000528920182
NP,assure,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,15.999999644163504
NP,give,animate,inanimate,11.000000299217929
NP,give,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,13.000000553000037
NP,give,animate,inanimate,4.999999937829499
NP,give,animate,inanimate,20.000000528920182
NP,give,animate,inanimate,7.999999666561321
NP,pay,animate,inanimate,4.999999937829499
NP,pay,animate,inanimate,4.999999937829499
NP,give,animate,inanimate,3.0000000339956716
NP,give,animate,inanimate,6.9999996566128155
NP,give,animate,inanimate,3.0000000339956716
NP,give,animate,inanimate,4.999999937829499
NP,give,animate,inanimate,19.000000395837635
NP,give,animate,inanimate,11.999999402544011
NP,give,animate,inanimate,6.9999996566128155
NP,give,animate,inanimate,2.00000003888011
NP,owe,inanimate,inanimate,1
NP,give,animate,inanimate,4.00000015552044
NP,give,animate,inanimate,14.999999983466852
NP,give,animate,inanimate,3.0000000339956716
NP,give,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,9.000000203974029
NP,give,animate,inanimate,4.999999937829499
NP,give,animate,inanimate,4.00000015552044
NP,serve,animate,inanimate,6.000000184631673
NP,give,animate,inanimate,19.000000395837635
NP,award,animate,inanimate,10.000000070059542
NP,give,animate,inanimate,14.999999983466852
NP,pay,animate,inanimate,4.00000015552044
NP,give,animate,inanimate,4.999999937829499
NP,pay,animate,inanimate,1
NP,give,animate,inanimate,4.999999937829499
PP,give,animate,inanimate,1
PP,give,inanimate,inanimate,6.000000184631673
PP,give,animate,inanimate,4.00000015552044
PP,give,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,6.000000184631673
PP,give,inanimate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,2.00000003888011
PP,give,animate,inanimate,4.00000015552044
PP,send,animate,inanimate,13.000000553000037
PP,offer,animate,inanimate,6.9999996566128155
PP,offer,animate,inanimate,1
PP,send,inanimate,inanimate,4.00000015552044
PP,send,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,4.999999937829499
PP,present,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,4.999999937829499
PP,submit,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.999999937829499
PP,give,animate,inanimate,3.0000000339956716
PP,give,animate,inanimate,4.00000015552044
PP,offer,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,3.0000000339956716
PP,offer,animate,inanimate,4.00000015552044
PP,give,inanimate,inanimate,2.00000003888011
PP,sell,animate,inanimate,2.00000003888011
PP,slip,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,6.000000184631673
PP,pay,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,6.000000184631673
PP,lend,inanimate,inanimate,1
PP,sell,animate,inanimate,1
PP,sell,animate,inanimate,6.9999996566128155
PP,give,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,4.00000015552044
PP,loan,animate,inanimate,1
PP,send,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,4.00000015552044
PP,give,inanimate,inanimate,1
PP,sell,animate,inanimate,6.000000184631673
PP,pay,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,13.999999585386387
PP,make,animate,inanimate,4.00000015552044
PP,give,animate,inanimate,1
PP,sell,animate,inanimate,7.999999666561321
PP,send,animate,inanimate,2.00000003888011
PP,pay,animate,inanimate,4.00000015552044
PP,offer,inanimate,inanimate,6.9999996566128155
PP,deny,animate,inanimate,1
PP,sell,animate,inanimate,6.9999996566128155
PP,sell,animate,inanimate,11.000000299217929
PP,pay,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,2.00000003888011
PP,bring,animate,inanimate,3.0000000339956716
PP,pay,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,4.999999937829499
PP,offer,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,6.9999996566128155
PP,sell,animate,inanimate,1
PP,show,animate,inanimate,3.0000000339956716
PP,offer,animate,inanimate,3.0000000339956716
PP,award,animate,inanimate,4.999999937829499
PP,award,animate,inanimate,1
PP,send,animate,inanimate,1
PP,deliver,animate,inanimate,4.00000015552044
PP,lend,inanimate,inanimate,1
PP,grant,animate,inanimate,1
PP,sell,animate,inanimate,3.0000000339956716
PP,pay,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,7.999999666561321
PP,sell,animate,inanimate,3.0000000339956716
PP,send,animate,inanimate,11.999999402544011
PP,give,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,1
PP,give,inanimate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,3.0000000339956716
PP,pay,animate,inanimate,2.00000003888011
PP,pay,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,1
PP,sell,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,6.9999996566128155
PP,give,animate,inanimate,1
PP,lend,inanimate,inanimate,1
PP,sell,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,6.9999996566128155
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,6.9999996566128155
PP,sell,animate,inanimate,6.9999996566128155
PP,sell,animate,inanimate,3.0000000339956716
PP,give,inanimate,inanimate,4.999999937829499
PP,offer,animate,inanimate,3.0000000339956716
PP,give,inanimate,inanimate,6.9999996566128155
PP,offer,animate,inanimate,4.999999937829499
PP,read,animate,inanimate,1
PP,sell,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,2.00000003888011
PP,lend,animate,inanimate,1
PP,lend,animate,inanimate,1
PP,sell,animate,inanimate,2.00000003888011
PP,bring,inanimate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.999999937829499
PP,give,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,1
PP,allocate,inanimate,inanimate,2.00000003888011
PP,send,animate,inanimate,3.0000000339956716
PP,give,animate,inanimate,4.00000015552044
PP,give,inanimate,inanimate,6.000000184631673
PP,mail,animate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,3.0000000339956716
PP,bequeath,animate,inanimate,4.999999937829499
PP,give,inanimate,inanimate,2.00000003888011
PP,give,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,6.000000184631673
PP,give,inanimate,inanimate,2.00000003888011
PP,resell,animate,inanimate,1
PP,sell,animate,inanimate,4.999999937829499
PP,give,animate,inanimate,4.999999937829499
PP,give,animate,inanimate,1
PP,lend,inanimate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.999999937829499
PP,issue,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,2.00000003888011
PP,cede,animate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,11.999999402544011
PP,bring,inanimate,inanimate,1
PP,issue,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,9.000000203974029
PP,sell,animate,inanimate,13.999999585386387
PP,get,animate,inanimate,1
PP,issue,animate,inanimate,7.999999666561321
PP,send,animate,inanimate,4.999999937829499
PP,give,animate,inanimate,1
PP,issue,animate,inanimate,6.9999996566128155
PP,give,inanimate,inanimate,2.00000003888011
PP,hand_over,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,1
PP,give,inanimate,inanimate,2.00000003888011
PP,sell,animate,inanimate,1
PP,deny,animate,inanimate,2.00000003888011
PP,deal,inanimate,inanimate,3.0000000339956716
PP,give,animate,inanimate,1
PP,give,inanimate,inanimate,3.0000000339956716
PP,give,animate,inanimate,1
PP,give,animate,inanimate,1
PP,issue,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,1
PP,give,animate,inanimate,11.999999402544011
PP,sell,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,6.9999996566128155
PP,sell,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.999999937829499
PP,give,animate,inanimate,3.0000000339956716
PP,grant,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,3.0000000339956716
PP,award,animate,inanimate,9.000000203974029
PP,award,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,9.000000203974029
PP,repay,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,7.999999666561321
PP,sell,animate,inanimate,11.000000299217929
PP,sell,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,1
PP,bring,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,1
PP,trade,animate,animate,4.999999937829499
PP,supply,animate,inanimate,1
PP,pay,animate,inanimate,3.0000000339956716
PP,give,inanimate,inanimate,2.00000003888011
PP,sell,animate,inanimate,14.999999983466852
PP,pay,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,1
PP,cede,animate,inanimate,6.9999996566128155
PP,sell_off,animate,inanimate,4.999999937829499
PP,offer,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,9.000000203974029
PP,deliver,animate,inanimate,4.00000015552044
PP,funnel,animate,inanimate,1
PP,grant,animate,inanimate,4.00000015552044
PP,give,inanimate,inanimate,2.00000003888011
PP,prepay,animate,inanimate,6.9999996566128155
PP,give,inanimate,inanimate,2.00000003888011
PP,offer,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,3.0000000339956716
PP,lend,inanimate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.999999937829499
PP,give,animate,inanimate,4.00000015552044
PP,give,animate,inanimate,2.00000003888011
PP,send,animate,inanimate,7.999999666561321
PP,pay,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,1
PP,send,animate,inanimate,2.00000003888011
PP,extend,animate,inanimate,6.9999996566128155
PP,give,animate,inanimate,4.999999937829499
PP,give,animate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,4.00000015552044
PP,sell,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,4.00000015552044
PP,issue,animate,inanimate,1
PP,give,animate,inanimate,1
PP,lease,animate,inanimate,4.00000015552044
PP,extend,animate,inanimate,2.00000003888011
PP,send,animate,inanimate,2.00000003888011
PP,offer,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,10.000000070059542
PP,pay,animate,inanimate,4.00000015552044
PP,pay,animate,inanimate,6.9999996566128155
PP,carry,animate,inanimate,2.00000003888011
PP,award,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.00000015552044
PP,make,animate,inanimate,3.0000000339956716
PP,lend,animate,inanimate,4.00000015552044
PP,send,animate,inanimate,2.00000003888011
PP,award,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,4.00000015552044
PP,offer,animate,inanimate,4.00000015552044
PP,offer,animate,inanimate,2.00000003888011
PP,award,animate,inanimate,2.00000003888011
PP,send,animate,inanimate,2.00000003888011
PP,send,animate,inanimate,2.00000003888011
PP,pay,animate,inanimate,1
PP,sell,animate,inanimate,15.999999644163504
PP,send,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.00000015552044
PP,give,animate,inanimate,1
PP,sell,animate,inanimate,9.000000203974029
PP,give,animate,inanimate,1
PP,give,inanimate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,1
PP,pay,animate,inanimate,2.00000003888011
PP,tell,animate,inanimate,1
PP,pay,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,6.000000184631673
PP,award,animate,inanimate,4.999999937829499
PP,award,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,4.00000015552044
PP,grant,inanimate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,2.00000003888011
PP,offer,animate,inanimate,2.00000003888011
PP,pay,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,1
PP,give,inanimate,inanimate,1
PP,give,inanimate,inanimate,1
PP,sell,animate,inanimate,6.000000184631673
PP,sell_back,animate,inanimate,10.000000070059542
PP,sell,animate,inanimate,4.999999937829499
PP,deal,inanimate,inanimate,3.0000000339956716
PP,pay,animate,inanimate,4.00000015552044
PP,tender,animate,inanimate,2.00000003888011
PP,send,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,1
PP,sell,animate,inanimate,1
PP,sell,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,4.999999937829499
PP,run,animate,inanimate,1
PP,sell,animate,inanimate,3.0000000339956716
PP,offer,animate,inanimate,9.000000203974029
PP,tell,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,1
PP,sell,animate,inanimate,4.999999937829499
PP,send,animate,inanimate,2.00000003888011
PP,promise,animate,inanimate,4.00000015552044
PP,pay,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,1
PP,sell,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,1
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,11.000000299217929
PP,sell,animate,inanimate,4.00000015552044
PP,pay,animate,inanimate,4.999999937829499
PP,lend,animate,inanimate,6.000000184631673
PP,sell,animate,inanimate,6.000000184631673
PP,award,animate,inanimate,13.999999585386387
PP,give,animate,inanimate,1
PP,sell,animate,inanimate,4.00000015552044
PP,resell,animate,inanimate,1
PP,sell,animate,inanimate,2.00000003888011
PP,offer,animate,inanimate,4.00000015552044
PP,lease,animate,inanimate,4.999999937829499
PP,lease,animate,inanimate,4.999999937829499
PP,lease,animate,inanimate,2.00000003888011
PP,resell,animate,inanimate,1
PP,pay,animate,inanimate,2.00000003888011
PP,bring,animate,inanimate,13.999999585386387
PP,pay,animate,inanimate,2.00000003888011
PP,give,animate,inanimate,1
PP,sell,animate,inanimate,6.9999996566128155
PP,sell,animate,inanimate,3.0000000339956716
PP,offer,animate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,2.00000003888011
PP,give,inanimate,inanimate,1
PP,owe,animate,inanimate,3.0000000339956716
PP,send,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,6.000000184631673
PP,show,animate,inanimate,1
PP,sell,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,4.00000015552044
PP,sell,animate,inanimate,4.999999937829499
PP,send,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,6.9999996566128155
PP,sell,animate,inanimate,4.00000015552044
PP,allocate,inanimate,inanimate,6.9999996566128155
PP,allocate,inanimate,inanimate,2.00000003888011
PP,award,inanimate,inanimate,6.9999996566128155
PP,pay,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,4.999999937829499
PP,make,animate,inanimate,3.0000000339956716
PP,give,animate,inanimate,3.0000000339956716
PP,give,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,3.0000000339956716
PP,sell,animate,inanimate,3.0000000339956716
PP,give,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,1
PP,sell,animate,inanimate,4.999999937829499
PP,sell,animate,inanimate,13.000000553000037
PP,sell,animate,inanimate,2.00000003888011
PP,sell,animate,inanimate,11.000000299217929
PP,give,animate,inanimate,3.0000000339956716
PP,give,animate,inanimate,3.0000000339956716
PP,offer,animate,inanimate,6.000000184631673
PP,pay,animate,inanimate,1
PP,give,animate,inanimate,4.00000015552044
PP,give,inanimate,inanimate,3.0000000339956716
